id,lang,sentence
7646569,spa,Un hombre con un bigotón comenzó a seguirme.
592552,spa,"Ella apenas salió de la universidad, así que no tiene experiencia."
630918,spa,Las dos hermanas siempre peleaban entre sí.
6684746,spa,Vivir es luchar.
1359930,spa,Tom se rehúsa a recibir ordenes de Mary.
587615,spa,Estamos sujetos a las leyes de la naturaleza.
5275964,spa,La boda está fijada para dentro de una hora.
1143374,spa,No sé por qué la reunión fue pospuesta.
1285516,spa,Hay un aroma delicioso en el aire. ¿Olés?
6823828,spa,Vuestra contestación es distinta de la mía.
2056318,spa,Se les pusieron las manos azules por el frío.
1354932,spa,Tom no podía recordar la dirección de Mary.
1948440,spa,Todo el mundo sabe que ella tiene dinero.
2029218,spa,Nunca he trabajado con Tom.
1608700,spa,Ve y habla con mi compañero.
3603096,spa,Quería hablarte de eso.
3294352,spa,Me pagaron primero.
2257023,spa,Él enseñaba con paciencia.
2071810,spa,"¿Hay algo que te moleste, Tom?"
1346220,spa,Esta frase incluye varios errores.
2738889,spa,Vivo en Qatar.
1001758,spa,"La policía juró que metería al ladrón en la cárcel, pero hasta ahora no lo encontraron."
2117880,spa,El portón se cierra a las ocho.
1330701,spa,Ella se casó con él sólo porque sus padres la obligaron.
1581953,spa,Les dimos dinero y ropa.
2217366,spa,No ser alto no es una desventaja.
2893647,spa,Nadie se merece eso.
1268276,spa,Una persona sana sin dinero está medio enferma.
1695153,spa,El desagüe no tiene tapa.
6988761,spa,Debo levantarme temprano.
3066390,spa,"En determinados casos, los homosexuales pueden ser condenados a cadena perpetua en Uganda."
725795,spa,Creo que tú eres mi mejor amigo.
5006016,spa,¡No la toque!
1411278,spa,Los prejuicios son lo que los tontos usan como razones.
2167608,spa,Quiero que reconsideres tu decisión.
4126530,spa,Veo el miedo en tus ojos.
1569412,spa,"La historia no se repite, pero rima."
1592636,spa,No tengo la fuerza para terminar el trabajo solo.
4701687,spa,Pinches tacos me cayeron mal.
7715981,spa,Esa actuación es incompatible con tu cargo.
4526259,spa,El creció y se convirtió en doctor.
1427394,spa,Toda medalla tiene dos caras.
1775189,spa,¿Lo quieres con pimienta?
562139,spa,"Firme aquí, por favor."
1741670,spa,Dile que estoy rezando.
2304599,spa,Vemos las noticias todas las noches.
6738922,spa,Ella comenzó a subir sola por la ladera tan pronto el sol ascendió por el pie de la montaña.
1132681,spa,Su sonrisa indica que me ha perdonado.
1530494,spa,¡Esto es más importante!
1284327,spa,Ya nunca diré una mentira de ahora en adelante.
5947103,spa,Ella había nacido en el Toboso.
4522061,spa,Este reloj es muy caro.
5052490,spa,La gambarra es un tipo de embarcación que puede transportar hasta 80 cabezas de ganado.
598218,spa,Los limones son ácidos.
3277677,spa,Eres adoptada.
2132489,spa,¿Dónde hay un espejo?
2483435,spa,Tengo que encontrar a mi perro.
5698735,spa,Lleva uno o dos días.
1226309,spa,No pienso divorciarme hasta que no me des una buena razón.
4508628,spa,¡Ni en sueños!
3603108,spa,¿Quién más sabe sobre esto?
2467153,spa,"Si ves su casa, sabrás que él es pobre."
668586,spa,Una habitación sin libros es como un cuerpo sin alma.
2260721,spa,¿Amas a tu esposa?
1683957,spa,Rico es quien no puede contar más sus millones.
2182880,spa,¿Dije algo malo?
1786409,spa,Él estaba sentado con los brazos cruzados.
1705459,spa,Hay más de siete mil idiomas en el mundo.
1703340,spa,Al fin se ha terminado completamente.
6147577,spa,Tuvo que ser él.
6706915,spa,Enséñame eso.
2772984,spa,¡La pieza está muy sucia!
4555003,spa,Tiempos desesperados exigen medidas desesperadas.
1270787,spa,¿Por qué sueles sacarte cera de las orejas?
2148547,spa,Quiero que llames a Tom.
2127461,spa,Habríamos sido más cuidadosos.
1604456,spa,"Si Dios quiere, nos volveremos a ver."
976271,spa,El perro se lame la herida de la pata.
1449058,spa,El perro observa al gato.
5027161,spa,No sos más burro por falta de calcio.
2058383,spa,"Cada pueblo habla en su lengua, y todos los pueblos hablan en esperanto."
1976572,spa,Forma parte del equipo.
1210392,spa,¡Cambia el animal!
898422,spa,Ella cocinó una tarta de manzana para su marido.
4554605,spa,Déjame dormir.
497536,spa,Estoy orgullosa de ti.
5074325,spa,"No, no tengo periódico."
415947,spa,Tenemos pocas oportunidades de hablar alemán.
2989852,spa,Tom no podía distinguir a los gemelos.
1701657,spa,¿Con quiénes vives?
3407219,spa,El yoga puede ayudar en la lucha contra le estrés y en mantener una buena forma física y una buena salud.
4387731,spa,Siento una profunda aversión a los insectos.
6804894,spa,Antes trabajó en una frutería.
1104035,spa,Quiero vivir en una ciudad apacible donde el aire sea limpio.
993490,spa,Su respuesta fue negativa.
1001815,spa,"Vi las estrellas, fascinan a los ojos, y su belleza es sin igual."
5029013,spa,Puedes empezar ahora mismo.
1731958,spa,"Como sea, al leer esta lista es imposible evitar asombrarse de que falte algo importante."
1594638,spa,Él estaba ocupado.
6618089,spa,¿Me invitas a un café?
1276103,spa,¿Ya me puedo ir a casa?
5669790,spa,Su verdadero nombre es Tom.
2894249,spa,"Voy a echarlos de menos, muchachos."
921750,spa,Trabajaron juntos en este proyecto.
742191,spa,Tengo mi manera de resolverlo.
5333748,spa,Tengo un nuevo proyecto de traducción.
1646226,spa,Mi reloj está roto.
330141,spa,Tengo ganas de verte.
4786375,spa,Me pregunto dónde está Tomás.
4687813,spa,¿Cómo está?
2181555,spa,¿En qué piso estamos?
2051777,spa,¿Qué le gusta hacer?
1740938,spa,Mis padres no saben.
456226,spa,Es más cómodo aquí dentro.
2826299,spa,Mañana ayudaré a Tom.
4157361,spa,No me agradan tus amigos para nada.
2411733,spa,¿Le gusta cocinar?
1939101,spa,"Bueno, no llamaba por ninguna razón en particular; solo quería oír tu voz. Si estás ocupado, te dejo."
1860012,spa,"La primera rueda de la fortuna del mundo fue construida en Chicago. Fue llamada en honor a su constructor, George Washington Gale Ferris Jr."
995180,spa,"Soy sordo, y no puedo escucharte."
2151001,spa,El presidente no quiso responder las preguntas delicadas.
7412178,spa,He estado pensando en nuestra luna de miel.
589814,spa,Raros son los verdaderos amigos.
669413,spa,Iker Casillas es el mejor portero del mundo.
1534801,spa,Un coche de la gendarmería se está acercando.
2097026,spa,¿Cómo te atreves a tratarme de esa manera? ¿Acaso no sabes quién soy? ¡Soy el sobrino de mi tío!
1165744,spa,Es el animal dentro de mí que lo quiere.
2097504,spa,¿Cuál es tu gato?
2800639,spa,Nadie sabe hacia dónde fue Tom.
2197251,spa,Ella vivió muchos años.
4435884,spa,Voy a ayudar a mis amigos.
4080975,spa,La colonia declaró su independencia.
3496625,spa,Yo ya te dije todo lo que sabía.
339363,spa,¿Qué haces aquí?
5017321,spa,A Tom lo vuelven loco los gatos.
1723317,spa,El niño estaba durmiendo en el regazo de su madre.
3812518,spa,Encontré una planaria terrestre en el jardín.
5005581,spa,Mi pieza debe estar desordenada.
506820,spa,¿Alguna vez has comido un pastel de plátano?
5244858,spa,La foto fue un engaño.
2015432,spa,Queríamos desearte buena suerte.
766362,spa,Henry dijo que no podía esperar más.
2108943,spa,Él se levantó de madrugada para ir al baño.
700154,spa,¡Qué bello pájaro es!
1547939,spa,Uno se debería vestir bien.
4940986,spa,Este no es mi cuchillo.
1302869,spa,¿Qué número tiene el fax de este hotel?
1526217,spa,Ella es una muy buena nadadora.
454536,spa,La suma de dos más tres más cuatro es nueve.
3807150,spa,"Quien aprende muchos oficios al mismo tiempo, raramente aprende uno correctamente."
1606127,spa,Él conduce un Cadillac rosa.
342687,spa,La redacción de ella no tenía errores gramaticales.
4544338,spa,¿A qué hora va a llegar Tom?
1470038,spa,Considero que los que se dedican a investigar a quién entregarle el Premio Nobel de la Paz en muchos casos fueron totalmente incompetentes.
2443841,spa,Me estaba quedando dormido.
1671228,spa,Por favor lava esa vajilla de allí.
3373709,spa,Vuelve a tu asiento.
809489,spa,Me gustaría probarme este vestido.
1023544,spa,Fue el mejor día de mi vida.
983096,spa,"Cuando usted le hace un pedido a una estrella fugaz, en realidad le está haciendo un pedido a un meteorito."
1173104,spa,La carne sabe mal.
3357510,spa,Tom vino a visitarnos hace tres días.
1826516,spa,Empezará después de que venga.
3485945,spa,Él metió su portaentradas en su bolsillo.
5029985,spa,"La palabra alemana Apfelsine quiere decir ""Manzana de la China"" (Apfel aus China)."
3775369,spa,Ellas los respetan.
7157934,spa,Tiene usted una mente privilegiada.
4502516,spa,Puede que Tom haya hablado ya de eso con Mary.
849574,spa,Puedes quedarte todo el tiempo que quieras.
2612943,spa,Me asusté y empecé a gritar.
5207868,spa,Mi humor depende completamente del estado del tiempo.
1769006,spa,Las ramas son para los árboles lo que para nosotros son los brazos y piernas.
1239408,spa,¿Te gusta surfear?
1463469,spa,Estoy cansado de escuchar las quejas de mi esposa. Parecen interminables.
2940961,spa,No hay ninguna razón.
1634653,spa,A Tom le costaba creer que no le gustaba en lo más mínimo a Mary.
2079793,spa,La base de nuestro éxito es el buen trabajo en conjunto.
4953959,spa,"Le temo a la soledad, al futuro, al destino, a creer en algo que me dañe."
4829367,spa,Haz el corte más profundo.
1665473,spa,Por lo tanto no te reprocho nada.
808248,spa,Él ha mostrado una aptitud para la matemática.
1019890,spa,María tiene cuatro hermanos.
5117001,spa,Estaban felices.
1214126,spa,El huevo es uno de los alimentos que contienen más proteínas.
692704,spa,Ella está casada con un estadounidense.
1991879,spa,A Tom le han empezado a salir algunas arrugas en su frente.
2133985,spa,Creo que a tus hermanas les va a gustar este libro.
1127440,spa,"Le echo mucho de menos, pero tengo que seguir con mi vida."
1105724,spa,Una mirada lo puede decir todo.
6864504,spa,Sé indulgente conmigo.
1001452,spa,Ella puede conocer los hechos.
4279832,spa,Yo pienso que el desayuno es la comida más importante del día.
2941961,spa,"No leas en voz alta, lee para ti."
6148621,spa,Me alegro de que hayáis aceptado mi oferta.
1216785,spa,¿Qué está ocurriendo?
1268844,spa,Él tenía una gentileza que atraía a las mujeres atractivas.
2015657,spa,Tom quiere que yo planee la boda.
1977495,spa,Debes escribir tu nombre con tinta.
5011904,spa,¿Por qué es la liebre un símbolo de la Semana Santa?
2431150,spa,Él va a ser un buen marido.
520820,spa,¿No lo sabías?
1354911,spa,El gobierno de Estados Unidos siempre ha considerado a Inglaterra como su mascota.
1952305,spa,Taro no siempre está aquí.
3883634,spa,Tom seguramente no habría tenido éxito sin tu ayuda.
1341061,spa,¿Quién es tu compositor favorito?
4963271,spa,Se cayó hacia atrás.
2033096,spa,Ella asó el pavo.
1466087,spa,"Cuando lo hayas apagado, dime: ""Ya""."
1946248,spa,¿Podrías escribir la dirección del enlace al sitio?
1950106,spa,Mi hermano estudió en Inglaterra.
1569401,spa,No tiene nada que ver con la vida real.
1707595,spa,La montaña es famosa en mitos y leyendas.
2117445,spa,Jesús.
956699,spa,"Esta flor es bonita, ¿no?"
7317515,spa,Ahora mismo tenemos un buen equipo.
2745822,spa,Este no es su lugar.
1192273,spa,Yo quiero algo dulce de comer.
4383923,spa,Voy a recoger a Tom.
1684778,spa,A él le gusta la torta de chocolate.
2270422,spa,Quiero algo frío.
6039489,spa,De las miserias suele ser alivio una compañía.
1365941,spa,"Mientras más aprendemos, más nos damos cuenta de nuestra ignorancia."
1603477,spa,¿Lo has visto últimamente?
1750207,spa,Con toda razón él puede afirmar que él es el primero.
3138193,spa,Ella no tiene suficiente experiencia.
5992140,spa,Tom me pidió que bajase las luces.
4459848,spa,Yo no hablo francés.
1628893,spa,Oír la música de mis vecinos a las tres de la mañana hace que me despierte con un humor de perros.
1332500,spa,Tengo un sello muy antiguo.
867503,spa,No quiero dañar sus sentimientos.
2931552,spa,Somos los únicos acá.
3796833,spa,"Y ahora, el parte meteorológico."
7623597,spa,Las noches se acortarán.
339926,spa,Él aprendió su profesión de banquero en Londres.
7584804,spa,Mañana me dan la paga extra.
1592903,spa,El perro había muerto.
2320546,spa,El relato está lleno de humor.
1428286,spa,Hoy estoy muy triste.
1249478,spa,"La próxima vez que te hagas el arrogante en mi casa, te saco afuera a las patadas sin miramientos."
1252733,spa,Deberías ir a la barbería.
1180937,spa,Deberías hacer lo honorable y resignarte.
1926119,spa,Estoy a dieta y quisiera saber si el chocolate engorda.
1153729,spa,¿Me prestas el coche? Te lo devuelvo mañana.
3429847,spa,Solo Dios puede ayudarte ahora.
4958588,spa,Una herradura y un trébol de cuatro hojas dan suerte.
1835169,spa,Él y yo somos compañeros de clase.
89323,spa,"¿No nos hemos encontrado antes?, preguntó el estudiante."
6603030,spa,Eres quisquilloso.
1431317,spa,"Si haces eso con él, te vas a arrepentir."
5131137,spa,La rubia tiene realmente un lindo escote.
637454,spa,No puedo permitirme el lujo de comprar un auto caro.
3666849,spa,En cuanto leyó la carta la rompió.
330024,spa,"Escriba aquí, por favor."
5752543,spa,¿Tiene calor Tom?
6795884,spa,Viajaba en un coche.
1731774,spa,Devuélvele este libro.
5146555,spa,No es probable que Tom arroje alguna lágrima si Mary es despedida.
2285441,spa,"Se estuvo peinando durante más de media hora, pero cuando salió estaba magnífica. ¡Hasta el chico que la ignoraba se la quedó mirando!"
1185880,spa,El primogénito heredó toda la propiedad.
5045099,spa,Lo he reconocido.
765528,spa,¿Estás a favor de la propuesta?
964155,spa,El sábado es el día en el que él está libre.
1384525,spa,¿Qué trabajas?
1307543,spa,Él vive por su cuenta en este solitario lugar.
1778439,spa,No toques nada.
577585,spa,¡El barco se va a hundir!
1819863,spa,La repetición te ayuda a recordar las cosas.
2260720,spa,Yo creía saberlo todo.
1649289,spa,¡Devuélvame mi dinero!
2205655,spa,¿Vivirás en Sasayama en año que viene?
2057295,spa,Cayeron dos bombas en la ciudad.
2719,spa,"Por favor, no llores."
961283,spa,"He perdido mi reloj, así que ahora tendré que comprarme otro."
1072800,spa,Todos los miembros tienen acceso a estos libros.
7623555,spa,Confío en que esté.
2129603,spa,Pensé que sería más cómodo si nos sentáramos aquí.
5194056,spa,Recuerdo haciendo eso.
1874358,spa,"He aquí a mi esposa, Minna."
2125502,spa,Me llamo Dushana.
462401,spa,"Ella quiere, pero no lo necesita."
1386245,spa,Necesitamos lavar el auto.
1287592,spa,La ciudad quedó en las ruinas.
3052447,spa,Me gustó ese cuaderno.
1265547,spa,Las palabras que el dr. Hawking escogía esta mañana serían imprimidas y enviadas a la editorial de su libro.
1418430,spa,"La filantropía es loable, pero no debe hacer que el filántropo pase por alto las circunstancias de la injusticia económica que hacen que la filantropía sea necesaria."
1352937,spa,¿Por qué te estás secando el pelo?
3424456,spa,Ni siquiera estás sudando.
6303085,spa,Bebo una taza de té de arándano en la tetería.
1390219,spa,Lo barato sale caro.
1330971,spa,Ella le aconsejó que mantuviera sus promesas.
5322350,spa,Tenía mucho que estudiar para el examen.
6820867,spa,¿Conoces la sala de la reunión?
4526913,spa,¡No seas tan corajudo! Hay que aprender a aguantarse las bromas que nos hacen.
855830,spa,Él tenía amigos por todo el mundo.
1840557,spa,¿Todas las puertas están cerradas con llave?
434245,spa,¿Usted tiene hambre?
7372242,spa,Tom tiene fama de no dejar nunca a nadie más decir nada.
702584,spa,Un día esta oruga se convertirá en una hermosa mariposa.
667275,spa,La tienda se traspasó a finales del verano pasado.
5748613,spa,Cantar es mi pasión.
2442459,spa,Es sólo una intoxicación alimenticia.
2138040,spa,¿Qué te ha golpeado?
902027,spa,"Buenos días, soy XXX y en este momento estoy buscando mi primer empleo."
856891,spa,"Desde que me rompí el pie, ando con muletas."
1903221,spa,Tom y Mary viven en estados diferentes.
2607409,spa,El discurso del político fue ofensivo.
2440915,spa,Juguemos todos juntos.
1165809,spa,"Si me hubieras hablado antes al respecto, yo podría haber estado libre. Como sea, mañana tengo planes de volver a casa."
1556735,spa,"Por favor, envíame la forma de la aplicación por fax."
1432087,spa,No sé qué haré.
5241336,spa,No hay mal tiempo. Sólo hay mala ropa.
947076,spa,Me baño casi todos los días.
3204703,spa,Era un barco con 25 marineros abordo.
3539679,spa,"Pequeñas dosis de filosofía nos conducen al ateísmo, pero dosis mayores nos traen de regreso a Dios."
2807730,spa,"No tengo ganas de irme, porque aquí estoy sentado muy cómodamente."
3562800,spa,No soy materialista.
1999992,spa,La multitud aclamó al nuevo rey.
6828057,spa,Tom no afiló los cuchillos del modo que dijo que hacía.
3660084,spa,La primavera es la estación más agradable del año.
1207708,spa,Tom tiene la coartada perfecta.
951123,spa,El llevaba unos pantalones vaqueros.
3135510,spa,Tom organizó una fiesta sorpresa para el cumpleaños de María.
4409612,spa,Puede que tenga que despedir a Tom.
1388088,spa,Tom se ve como un manojo de nervios.
2033123,spa,Va a ser esta noche.
3621727,spa,No esté tan seguro.
3373721,spa,¿Me prestarías tu auto?
1355699,spa,La obra es a las ocho en punto.
886015,spa,A mí no me mires.
3791413,spa,Los sábados por la noche es difícil encontrar aparcamiento por aquí.
1343200,spa,"Si entre el orgullo y el amor, se opta por el orgullo, ¿eso entonces puede haber sido amor?"
1349509,spa,"Si estuviera en tu posición, no sabría qué hacer."
5138432,spa,Tomás consume poco alcohol.
1702498,spa,No falta mucho para que conozcamos la verdad.
5965141,spa,Fue un logro de todos.
2752003,spa,Adoro tu ciudad.
1822176,spa,Esta casa es demasiado pequeña para vivir en ella.
5943764,spa,Creo que usted sabe que eso no es una buena idea.
2081567,spa,No quiero vivir por siempre.
1210162,spa,Algunas personas caricaturizan a los homosexuales como afeminados hablando con ceceo.
1446346,spa,Dame tres tizas.
1767639,spa,Me gusta participar en este proyecto.
5457497,spa,En un frenesí de desesperación ...
540484,spa,Me las arreglo bastante bien ahora con mi nuevo bastón.
2008982,spa,Hagamos eso.
1586499,spa,Él tuvo un accidente de tráfico y escapó de la muerte por los pelos.
3547512,spa,Llamaré a Tom por ti.
1196236,spa,Yo no soy médico.
1329462,spa,¡Ponete estas medias pronto! Estamos retrasados.
346584,spa,Él trabaja todos los días excepto los domingos.
1257802,spa,Un mentiroso desvergonzado miente sonriendo.
1675086,spa,¡Todavía queda mucho por hacer!
1234666,spa,¿Acaso piensas seriamente en perseguir una carrera como conductor de autos de carrera?
2580989,spa,Espero que sea un éxito.
493668,spa,¿Has comprado un melón?
670176,spa,El artículo alude a un evento ya olvidado.
1476211,spa,No tenemos esto en Europa.
1621973,spa,Ella se sentó hombro con hombro conmigo.
2680542,spa,¿Aquel es tu perro?
754040,spa,¿Qué hace?
6036096,spa,"Yo pienso, por lo tanto soy."
2268923,spa,Esta colina domina la ciudad.
3247873,spa,¿Puedes desenredar este nudo?
343669,spa,"Este es mi hermano mayor. Es guapo, ¿verdad?"
5995725,spa,Hoy proyectan una buena película.
3947547,spa,Amo la hija de ella.
5419380,spa,Allí hace frío.
3318819,spa,Es mejor reservar los libros difíciles para después.
874273,spa,¿De dónde es tu amigo?
1976192,spa,"«¿Quieres beber algo?» «No, gracias, todavía tengo que conducir.»"
1896149,spa,Está cerca.
783631,spa,Mary preguntó si el gato había bebido toda la leche.
866372,spa,¿Dónde estás ahora?
1464844,spa,Me gustaría ver a mi hijo.
6566788,spa,Se frotaron las manos pensando en las ganancias.
1569324,spa,Esta es una torre.
1351487,spa,¿No quieres un poco de torta?
1387625,spa,"Si voy a otro país de la UE como turista, ¿tengo que hacer algún trámite?"
791728,spa,"Como mi madre estaba enferma, yo me ocupé de ella."
1308786,spa,"Detrás de la estantería, había una habitación secreta escondida."
979227,spa,El gato se restregó contra mi pierna ronroneando suavemente.
6672137,spa,Nieva.
5274384,spa,Mi paciencia se agotó.
986043,spa,Visitaré a mi tío la semana que viene.
6591735,spa,No vuelvas nunca más.
4572774,spa,Tom bajó un montón de peso.
2488524,spa,Lo tiene que hacer ahora.
6096450,spa,No habían pasado más de dos horas.
6626410,spa,Últimamente no he podido dormir lo suficiente.
853314,spa,Quiero ver a tu madre.
1463159,spa,Últimamente han aparecido pintadas en las cocheras de mis amigos.
2169809,spa,Estoy demasiado exhausto como para avanzar más.
5575051,spa,La azafata me pidió que me cambiara de asiento.
7633248,spa,Tom es mi alma gemela.
6314193,spa,Tu sonrisa es la cosa más bonita que puedes usar.
455782,spa,Trabajo en un hospital.
3421495,spa,Justin escrupolosamente siguió las indicaciones.
1330973,spa,Ella le aconsejó que fuera puntual.
5032776,spa,Lo miró.
5113522,spa,Nuestra maestra casi nunca se ríe.
1160475,spa,¿Los vecinos están bien con que tú tengas la música alta a esta hora?
1710471,spa,Vos sos mi prioridad.
330065,spa,Ella tiene aptitudes de nacimiento como artista.
1557092,spa,Igualmente.
574288,spa,Él se inclinó ante su profesor.
634503,spa,Consideramos como un derecho legítimo de los ciudadanos tener bibliotecas públicas.
2809430,spa,Mi cuarto tiene una sola ventana.
5714533,spa,Le han dicho que tiene una enfermedad grave.
1859973,spa,Tom se preguntó cuánto tiempo llevaría acabar el trabajo.
2099919,spa,No me importan las riquezas o la fama.
609824,spa,Él dijo que regresaría temprano.
1306121,spa,Tom es un buen cantante.
1403606,spa,Rompiste la regla.
1101988,spa,Él es una persona muy agradable.
1922683,spa,Hoy vivimos de media treinta y cuatro años más que nuestros bisabuelos.
3089177,spa,"Disculpa, no escuché, ¿cómo te llamas?"
2412450,spa,Sé que es contra la ley.
1349785,spa,Por favor dame un poco más de chocolate.
1669650,spa,¿No tienes algo más pequeño?
999647,spa,No llegarás a tiempo si no corres.
3120237,spa,Es un día realmente hermoso.
1908654,spa,Me gusta oír cantar a las ballenas.
1265540,spa,No sé absolutamente nada al respecto.
1053845,spa,Ken habló ayer con sus amigos.
2102012,spa,Estoy pensando en ir a los Estados unidos durante las vacaciones de verano.
2405243,spa,Ahora callate.
2864065,spa,Eso es muy amable de su parte.
2786169,spa,No quiero vivir contigo.
2313776,spa,Escogí la respuesta incorrecta.
4134910,spa,Tom está aquí y listo.
463960,spa,A él le gusta mucho su escuela.
4390590,spa,Tom le pidió a Mary que dejase de fumar.
5695733,spa,"No queria haber matado aquella señora con el coche, sin embargo, conducir bebido fue muy negligente.."
1922556,spa,Vale la pena discutir sobre este tema.
1494615,spa,El hombre era un completo extraño.
5638669,spa,Ese trabajo le iría bien a Tom.
3215667,spa,"El restaurante estaba bien vacío, así que pude leer en paz mientras comía."
1308763,spa,"Me cuesta pagar un alquiler, al final estás pagando el piso de otro."
3871623,spa,Tom no había considerado eso.
987259,spa,Encontramos al perro abandonado y decidimos quedarnos con él.
656369,spa,100 euros por toda la jornada.
1567261,spa,Ellos nunca sabrán que estamos aquí.
1530646,spa,Tom no sabe por qué ocurrió.
2253281,spa,El frío congeló el agua de las cañerías.
5194750,spa,Estamos bastante de acuerdo.
2749774,spa,Hay una prueba mañana.
1252477,spa,La forma más rápida de tomar una curva de 180º es haciendo un derrape.
742364,spa,Me dio un golpe en la cabeza.
2162960,spa,¿Cuándo vinisteis aquí?
3812269,spa,Puedes confiar que él mantendrá su palabra.
1788355,spa,Y se hace llamar marinero...
2001357,spa,Ayer llevaba puesto un sombrero porque hacía mucho frío.
6760722,spa,"Puede que Tom no quiera cantar, pero aun así deberías preguntarle."
981625,spa,"El vidrio blindado garantiza la seguridad, pero todavía no es accesible para todos debido a su elevado precio."
2767175,spa,¡Haced lo que os dé la gana!
1142240,spa,Este vídeo ilustra los efectos de la guerra en las naciones.
1552981,spa,"O yo perdí mi reloj, o alguien lo robó."
866113,spa,"El fundador de Facebook, Mark Zuckerberg, es casi un casanova."
5221699,spa,No podemos cambiar lo que pasó.
856701,spa,¿Puedo ir a nadar esta tarde?
6324276,spa,¿Cuál es el significado de esta frase?
1031868,spa,Una lúcida locura homicida parecía haberse apoderado de él.
1367798,spa,Él se levantó cuando entré.
3213792,spa,"Si fuera tú, trabajaría más diligentemente."
343176,spa,Ese chico fue admitido en la escuela.
340566,spa,¿Él sabe tocar el piano?
4541835,spa,Todo lo que sé es que él ya no quiere trabajar contigo.
4313648,spa,¿Has visto a Tom esta mañana?
5081934,spa,El juez golpeó con su martillo.
2941364,spa,Partiremos mañana si está todo bien.
1371531,spa,Mi padre vive en el campo.
1905630,spa,¿Este pez sigue vivo?
706554,spa,"Esto es un pasaje marítimo: hay promontorios, largas orillas, casas de madera y de piedras y un viento muy fuerte."
1532988,spa,"Contento, él sonrió."
631025,spa,Tuvimos poca lluvia el mes pasado.
1371130,spa,"¡Desde hoy solo comida saludable, no más comida chatarra para mí!"
1123870,spa,Le gusta viajar solo.
1722453,spa,Tom no sabe cómo va a ir María al colegio mañana.
5140940,spa,Mi camisa es naranja.
1165296,spa,Yo siempre he jugado fútbol después de clases.
4960545,spa,Tom llevaba un pequeño bar cerca de Boston desde hace mucho tiempo.
1015111,spa,Los girasoles son flores hermosas.
1276887,spa,Un escritor efectivo es aquél que sabe qué clase de palabras deben usarse en un contexto concreto.
1893962,spa,Él me contaba historias sobre la India.
5360717,spa,Tenía la esperanza de criar a mis hijos en Boston.
6703433,spa,¿Cómo llego al embarcadero?
5139455,spa,Me siento privilegiado.
5696023,spa,El perímetro de un circulo es pi veces su diámetro.
2440900,spa,"¿Estabas allá, no es cierto?"
3010082,spa,Voy a ser tío.
7203193,spa,Mañana toca comprar.
3250890,spa,Tom y María están jugando en el patio.
5643408,spa,A Tom no le gusta conducir por Madrid.
3389935,spa,Estoy tan feliz por ustedes dos.
3192715,spa,Tu plan no va en la línea de nuestra política.
3227061,spa,¿Quién va a venir a Birmingham a vernos?
3899971,spa,Ella llevaba prisa.
2474385,spa,Creo que es gracioso.
1522853,spa,Este animal no es peligroso; podés tocarlo.
622965,spa,"Lo siento, no pude evitarlo."
2763106,spa,Hoy es día lluvioso.
1731671,spa,¿Qué hacías allí?
3359202,spa,"Le torturamos, pero no quiso hablar."
2265882,spa,¿No tienen a nadie que los cuide?
1546459,spa,Mi esposo es de Angola. Él es angoleño.
1318205,spa,Nos quedamos callados.
2697681,spa,Gracias por su paciencia.
1536357,spa,"Vivo para comer, y no como para vivir."
2734984,spa,Tom tiene otro problema.
1371872,spa,Tom oyó por casualidad a Mary hablar acerca de él.
6881786,spa,Ya he leído estos dos libros.
2151890,spa,Están trabajando.
2192723,spa,No es buena idea llamarlo de inmediato.
6764270,spa,"Ella ha sido realmente egoísta y egocéntrica, pensé, ""mientras que, para mí, la palabra 'amor' es sagrada y profunda""."
4329299,spa,Este es mi sitio.
1241423,spa,La isla es un pedacito de tierra en medio del Atlántico.
1209360,spa,Deberías ir a que te examinen la cabeza.
1710464,spa,Ellos hierven agua para beberla.
475511,spa,Prepara café.
4913974,spa,"Dalila dijo a Sansón: Dime, te ruego, en qué consiste tu gran fuerza."
1842576,spa,"Mi amiga me dijo que sus padres esquían en Eslovaquia o Eslovenia, donde, según dicen, hay montañas grandes."
639313,spa,"Has cogido peso, ¿verdad?"
566402,spa,David Beckham es inglés.
1778414,spa,"Después de aprobar el examen de conducir, se compró un coche."
1402670,spa,Estoy viendo un video muy interesante sobre tecnología.
1451396,spa,Casi estás en lo cierto.
1968953,spa,Hay unos botes en el lago.
1249779,spa,Tom no sabe qué pasó.
6795923,spa,Terminará aborreciendo la tarta de manzana.
5030063,spa,¿Es un chiste o qué?
3052857,spa,Tom sabe lo que tiene que hacer.
2171198,spa,Me gustan más las naranjas que las manzanas.
2264549,spa,Tomaos un poco de té.
2692339,spa,Pregunta en el bar a ver si tienen wifi.
880676,spa,Mi nombre es Ludwig.
3786298,spa,Más de un amigo mío no sabe nadar.
3318160,spa,Tenemos temas importantes sobre los que hablar.
6686409,spa,"Por favor, sentaos."
6820862,spa,Ésta es una canción que aprendí cuando era niño.
2613385,spa,Los vimos.
1554220,spa,"Cuando llegaba a la estación, me bajé del autobús."
727865,spa,La historia me recordó a mi padre.
6568644,spa,Hay mucha gente que no conozco en la piscina.
858626,spa,Ha vuelto la moda de los años treinta.
1476968,spa,"Sí, estoy seguro de eso."
1144151,spa,Nuestro sistema educativo requiere ser seriamente reformado.
5571183,spa,"Sin embargo, en el ""mundo de los adultos"" hay mucha competencia."
