sentence,lang,predicted
Singapore has one big problem.,eng,eng
"Durante la madrugada del cinco al seis de enero, los Reyes Magos dejan los regalos para los niños.",spa,eng
I like to comb my hair.,eng,eng
Tom said he's not looking for a relationship.,eng,spa
I can't understand why they're such good friends. They have hardly anything in common.,eng,eng
Se debe escribir en una lengua que no sea materna.,spa,spa
I barely even remember Tom.,eng,eng
Todo ha ido sobre ruedas.,spa,spa
Mary probably doesn't know she should do that.,eng,spa
Estamos muy borrachos.,spa,eng
Spiders like to build spiderwebs.,eng,eng
Tom said Mary probably won't eat lunch with us.,eng,eng
"If you drive a car like that, you'll end up in the hospital.",eng,spa
Tras muchos años la reconocí y comencé a amarla como a una hermana.,spa,spa
Tom knew what the problem was.,eng,eng
He oído acerca de ti.,spa,spa
"Tiene dos hijos, y uno de ellos aún es universitario.",spa,spa
Which book are you reading?,eng,spa
Él la quiere.,spa,spa
Él caminaba en la ciudad.,spa,spa
Sami knows this neighborhood like the back of his hand.,eng,spa
"Stop threatening inanimate objects, they can't hear you.",eng,eng
Tom soon realized that he was trapped.,eng,spa
John passed the examination.,eng,spa
How do you know when it's time to pull the trigger?,eng,spa
Tienes el mismo problema que tengo yo.,spa,eng
Parece que no hay lugar en ningún cementerio para el cuerpo de Erich Priebke.,spa,spa
The police detected the spy.,eng,eng
Nos fuimos alegrando al ritmo de la música.,spa,eng
Eso es una posibilidad espantosa.,spa,eng
Tom wondered whether it would be hard to find a job in Boston.,eng,eng
She's on her way to Thailand.,eng,spa
Tengo una cita previa.,spa,spa
Usted es siempre bienvenido.,spa,spa
¿Creéis que hay vida después de la muerte?,spa,spa
I'm the only one who knows your secret.,eng,spa
Las eventuales lluvias de la región dejan sin techo a miles de familias todos los años.,spa,eng
Let's come up with a new plan.,eng,spa
Tom was one of my best friends in high school.,eng,eng
I'm hoping to finish in the top ten.,eng,spa
"¡Vamos! A la de una, a la de dos y a la de tres. ¡Empujad!",spa,eng
Quedaban pocos estudiantes en la clase.,spa,spa
Tom reflected on what he had done.,eng,spa
¿A qué hora dijo que iba a venir?,spa,spa
You can easily score a MILF in this club.,eng,eng
"Me he estado regocijando toda la semana de que nevaría el jueves, estamos a jueves, ¡y no nieva!",spa,spa
Le trasladé el mensaje a él.,spa,spa
I know Tom doesn't know Mary knows how to do that.,eng,spa
Tom and Mary told me they were going to win.,eng,eng
He rolled up his sleeves.,eng,spa
I don't normally speak French.,eng,spa
I just wanted to see how you've been doing.,eng,eng
¿Y si te dijera que de veras quiero ser profesor?,spa,eng
Susan nunca fuma.,spa,eng
Why don't you sit down? The place is free.,eng,spa
¿Para qué sirven los marcapasos?,spa,eng
Would it be all right if I let Tom do that?,eng,spa
No tenemos más remedio que pelear.,spa,spa
Eso será entretenido.,spa,spa
Pensé que no te darías cuenta de que Tom no estaba aquí.,spa,spa
Parece un sueño.,spa,spa
"Aunque él lo dice, ella lo hará.",spa,eng
Send this by airmail.,eng,eng
Give me something to drink.,eng,spa
"You're not suggesting Tom could have done that, are you?",eng,eng
I ate curry yesterday.,eng,eng
Tom se cayó de las escaleras y se golpeó la cabeza.,spa,eng
I found the wallet I thought I'd lost.,eng,eng
Tom is supposed to be here in thirty minutes.,eng,eng
Tom is still snoring.,eng,eng
Tom made it clear that he didn't want to go to Australia with us.,eng,eng
Estoy seguro de que al final Tom lo descubrirá.,spa,eng
Mi escritorio es viejo.,spa,eng
Yo no tenía el coraje de decirle la verdad.,spa,spa
¿Dijo Tom cuándo vendría de visita?,spa,spa
I'm not that crazy.,eng,eng
Llegaré un poquito tarde.,spa,spa
Theirs is not as well-maintained as his.,eng,eng
No me gusta salir después del anochecer.,spa,spa
The gym was empty.,eng,eng
I think that Tom would like you to do that for Mary.,eng,eng
So we're all in agreement?,eng,spa
Apagué la tele.,spa,spa
"The four seasons of the year are spring, summer, autumn, and winter.",eng,spa
No sé si voy a ganar o perder.,spa,spa
Lo que me molesta de él es su actitud.,spa,spa
Tom said Mary was the only one who got here on time today.,eng,eng
Do storks really stand on one leg?,eng,eng
"To conceal anything from those to whom I am attached, is not in my nature. I can never close my lips where I have opened my heart.",eng,spa
Tom has no ambition.,eng,eng
Ella le echó mucho de menos.,spa,eng
That's not going to happen for years.,eng,eng
"Mary is enjoying this, isn't she?",eng,eng
Go say goodbye to them before they leave.,eng,spa
Tom is a secretive guy.,eng,eng
El cuerpo humano está compuesto de miles de millones de pequeñas células.,spa,eng
Me gustaría ver a mi hijo.,spa,eng
We must get there before them.,eng,eng
I have booked a table for four.,eng,eng
Sami told Layla everything about the affair.,eng,eng
No hizo Tom nada más que comer.,spa,eng
Mantuvo sus creencias hasta la sepultura.,spa,spa
They pretended they were doctors.,eng,eng
This road is dangerous.,eng,eng
I think you shouldn't have gone there by yourself.,eng,eng
He oído esto antes.,spa,spa
¿Dudas de mi lealtad?,spa,spa
Estás en la lista.,spa,spa
Cantemos y bailemos.,spa,eng
Mi nombre es conocido por todos en nuestra ciudad.,spa,spa
She doesn't want to go to church.,eng,eng
Tom and Mary said they were planning to go in Boston next summer.,eng,eng
Parece muy divertido.,spa,spa
¿No te he enseñado mi nuevo Mustang?,spa,eng
I wonder why Tom is hesitant to do that.,eng,spa
Debiste haberme dicho que necesitabas dinero.,spa,spa
Hoy no necesitas ir a la escuela.,spa,spa
Will you take on the job?,eng,eng
Tom no quiere que compartas esta información con nadie.,spa,spa
Tom speaks French as well as you.,eng,eng
"Él no se consideraba un cobarde, pero era visto así.",spa,eng
Mary said she thought she'd be able to find another job.,eng,eng
Tom is really busy most of the time.,eng,spa
He says he's good at doing that.,eng,spa
I think I can find the time.,eng,spa
Please take a look at this picture.,eng,spa
Don't ask me to explain it.,eng,spa
"Mientras esperas, ¿por qué no lees esto?",spa,spa
Yo tampoco sé.,spa,eng
"The Earth is a planet, not a star.",eng,eng
Tom could very well be our next boss.,eng,eng
How can I make a girl fall in love with me?,eng,eng
Our neighbors are arguing again.,eng,spa
Ustedes hacían como si no fuera nada.,spa,spa
Can you promise me that you won't do that?,eng,spa
"Cuanto más esperaba, más me iba irritando.",spa,spa
Everything is all right now.,eng,eng
Do you want to let me talk or not?,eng,spa
"In Japanese folklore, bakeneko are cats with magical powers.",eng,eng
I'll be by your side no matter what.,eng,eng
I studied hard.,eng,spa
It seems something's gone wrong.,eng,eng
Vos sos mi prioridad.,spa,spa
Tom and Mary said that they'd buy what was needed.,eng,spa
Me ha prometido que no se lo diría a nadie.,spa,spa
Tom could be intoxicated.,eng,spa
The security chief monitored the site looking for weak spots.,eng,eng
Nada entorpecerá mi nefasto plan.,spa,spa
Parece más feliz cuando está con él.,spa,spa
Por favor llamame entre las siete y las ocho.,spa,eng
Las fiestas juninas ya comenzaron.,spa,spa
Numerous other lawsuits are pending.,eng,spa
Uno puede separar a los perros en dos clases. Hay perros con dueño y perros sin dueño.,spa,spa
¿Crees que él aún piense en mí?,spa,spa
No parecen felices.,spa,eng
He's a friend of a friend.,eng,spa
Tom está al teléfono ahora en su oficina.,spa,spa
Tom didn't think the pain would ever stop.,eng,spa
Ella es de constitución delgada.,spa,spa
¿De quién es este diccionario?,spa,spa
They said they may do that.,eng,spa
I ventured off the beaten path.,eng,spa
This has to be what we're looking for.,eng,eng
¿Soy la única a la que se le ha puesto la piel de gallina?,spa,spa
He says he's very rich.,eng,eng
"El poder es como ser una dama. Si tienes que decirle a la gente que lo eres, no lo eres.",spa,eng
Tom told me Mary laughed at his jokes.,eng,eng
Al fin encontré lo que estaba malo en mi televisor.,spa,eng
Llego temprano.,spa,spa
Tengo que encontrar a mi perro.,spa,eng
El carácter de las personas depende más de sus ocupaciones que de cualquier enseñanza que les podamos dar.,spa,eng
Is this an entrance to another dimension?,eng,spa
Tom and Mary told me they're unconvinced.,eng,spa
Me insultó sin ningún motivo.,spa,eng
"Oye, Tom, ábreme.",spa,eng
También le di uno a Tom.,spa,eng
Sami knows what Layla does.,eng,eng
Es casi hora punta.,spa,spa
Mary doesn't want Tom to do that for her.,eng,eng
Este libro es acerca de las estrellas.,spa,eng
La bicicleta refleja en cierta medida la personalidad de su dueño.,spa,spa
Tom pensaba que Mary era canadiense.,spa,spa
Ésta es una canción que aprendí cuando era pequeño.,spa,spa
El terreno era muy irregular.,spa,spa
Es un libro acerca de las estrellas.,spa,eng
La convenció de que lo escuchara.,spa,spa
Tu coche está ahí.,spa,eng
Ha habido nueces todo el invierno.,spa,spa
Tom didn't seem to be as determined as Mary seemed to be.,eng,eng
Tom didn't tell the police that he'd seen Mary that night.,eng,eng
I thought you were going to be gone all day.,eng,eng
I cannot calculate this. I am not an engineer.,eng,spa
The sacred ritual took place after being postponed twice.,eng,spa
"¿Tienes ganas de salir? Pues no puedes, tienes que quedarte siempre con el niño.",spa,spa
That was absolutely awesome!,eng,eng
Tom ran to the door and tried to get out.,eng,spa
Acepto tus condiciones.,spa,spa
I confess that I don’t find this useful.,eng,eng
Can any of you speak French?,eng,spa
Tom and Mary said they wouldn't mind waiting for us.,eng,eng
I have a feeling you're going to like Australia.,eng,spa
Tom and Mary said they wouldn't attend the meeting.,eng,eng
"I like that university, but it's too near my home.",eng,eng
Who was it that he phoned?,eng,spa
> means greater than.,eng,spa
Es hora de que conversemos.,spa,eng
The hostage-takers planted explosives all around the compound.,eng,spa
Los candelizos del tejado ocupaban la parte central de la foto.,spa,eng
Do you still play golf?,eng,eng
You should have gone to Boston.,eng,eng
"Disculpe, ¿puedo poner mis libros aquí?",spa,spa
He makes fun of everybody.,eng,eng
"Esta sala es mi dormitorio, y la otra es mi oficina.",spa,spa
Él definitivamente no vendrá.,spa,eng
Que nadie se mueva.,spa,spa
Fue uno de los grandes descubrimientos en la ciencia.,spa,spa
Tom met Mary this morning.,eng,eng
It makes me sad that you're going to leave this city.,eng,eng
Están arruinados.,spa,eng
Yo solo exijo vuestra completa lealtad.,spa,spa
I'm glad everything worked out.,eng,spa
Tell him where you are.,eng,eng
Sami's daughter was a lovely gentle person.,eng,spa
That was probably the mistake Fadil made.,eng,spa
Ella tiene tres hermanas: una es enfermera y los otras dos son maestras.,spa,eng
They told me that they didn't feel well.,eng,eng
Es importante pasar tiempo juntos.,spa,eng
Sami didn't like to sleep alone.,eng,spa
Tom said he doesn't live in Australia anymore.,eng,eng
Neither Tom nor Mary has ever been to Boston.,eng,spa
El equipo de reclutamiento buscó empleados prometedores.,spa,spa
My dream is to live peacefully in a village.,eng,eng
I need to figure something out.,eng,spa
Tiene cierta relación con este problema.,spa,eng
Tom told me he wanted to quit the company.,eng,eng
Tom still teaches French.,eng,spa
The state oppresses the people.,eng,spa
We can help you find her.,eng,eng
"Adondequiera que iba, él se perdía.",spa,spa
I hope Tom doesn't notice.,eng,spa
I see a girl.,eng,eng
I don't know what made me think I could speak French.,eng,spa
Curb extensions force traffic to slow down.,eng,eng
Tienes unos niños muy monos.,spa,eng
Tom organized this party.,eng,eng
Tom considers Mary a friend.,eng,spa
So that's Tatoeba.,eng,eng
Comer en exceso es malo para la salud.,spa,spa
Responda a mis preguntas.,spa,eng
Ese accidente pasó al lado de su casa.,spa,eng
Nadie podía decir dónde estaba.,spa,eng
Pensé que quizás quisieras saber.,spa,eng
This machine impressed everyone.,eng,spa
I heard that Tom has spoken to Mary about that.,eng,spa
¿Necesitas que te ayude Tom?,spa,eng
It's not safe in the city centre after midnight on weekends because of all the drunks roaming the streets.,eng,spa
Tom said he was the only one who had to do that.,eng,spa
We need to talk to them.,eng,eng
The colony declared independence.,eng,spa
Él amablemente se dio la molestia de acompañarme a mi casa.,spa,eng
Le aconsejó que visitara Boston porque pensaba que era la ciudad más bonita del mundo.,spa,spa
I'll give him a call.,eng,eng
Why does everyone think I am stupid?,eng,spa
Tom lo está haciendo muy bien hoy.,spa,eng
Déjalo a Tomás.,spa,eng
Almost everyone arrived on time.,eng,spa
There is a good explanation.,eng,spa
Todavía estoy soltero.,spa,eng
¿Y qué nombre es?,spa,eng
Espera. No te vayas.,spa,eng
Antibiotics can't destroy viruses.,eng,eng
Podría mejorarse.,spa,spa
I couldn't contain my excitement.,eng,spa
I want to read as many English books as possible this year.,eng,eng
Yo seguiré vivo hasta la muerte.,spa,spa
Tom and Mary said they knew they might not need to do that anymore.,eng,eng
Tengo que volver a trabajar.,spa,eng
Tom should have plenty of time.,eng,eng
I think twice before I smoke.,eng,eng
"Beth told Chris that if he didn't take a bath, she wouldn't go out with him.",eng,eng
It will take awhile.,eng,spa
Me alegro de tener esta oportunidad para hablar con usted.,spa,spa
Él envejeció.,spa,eng
¿Quién vota a favor?,spa,eng
¿Sabías que a Tom no le gusta el chocolate?,spa,spa
I've been in Boston for three years now.,eng,eng
Tom siempre come antes de irse a trabajar.,spa,eng
¡Síguelo!,spa,eng
Nakido es mejor que Twitter.,spa,spa
She's doing this for her children.,eng,spa
Tom did that without me.,eng,eng
We can't judge him; he did what he could.,eng,spa
I didn't know Tom was a vet.,eng,spa
Is it getting worse?,eng,eng
I wonder whether or not Tom knows where my umbrella is.,eng,eng
¿Por qué los vampiros viven en enormes castillos o en cementerios? ¿No pueden vivir en algún lugar que llame menos la atención?,spa,spa
I was having dinner with him.,eng,eng
Es tonto creer que fumar tiene poco que ver con cáncer.,spa,spa
Layla took her panties off.,eng,eng
Tomé el ascensor para bajar.,spa,eng
Tom knew he couldn't stay.,eng,eng
Los italianos siempre comen espagueti.,spa,spa
¿Voy a ser padre? ¿Estás segura?,spa,spa
¿Me invitas a un café?,spa,spa
"Cuando era joven podía recordar cualquier cosa, hubiera pasado o no.",spa,eng
You have a very kind wife and very good friends.,eng,spa
Thank you for your call.,eng,eng
Él quiere ser cantante.,spa,spa
¿Quieres que te ayude a limpiar tu garaje?,spa,spa
Tom told me that he doesn't think it's necessary to do that.,eng,spa
Vayamos a preguntarle.,spa,spa
This is Sami's style of doing things.,eng,eng
Tom hasn't yet finished doing that.,eng,spa
"When I called him right-wing, I mean that his thinking is old-fashioned.",eng,spa
They said that they spoke French.,eng,spa
Ella le tiene un gran miedo a las serpientes.,spa,spa
Hay un chico nuevo en la escuela.,spa,spa
"- Quiero decir... Mi vida -dijo Dima- Bueno, hay 3.000.000 BYR en esta maleta.",spa,spa
¡Vengan a ver eso!,spa,eng
I've never actually done that.,eng,spa
"Mr Briggs is not any doctor, he is an excellent surgeon.",eng,spa
What an old book this is!,eng,eng
They say they want to come with us.,eng,eng
Tourists flock to St Mark's Square every day.,eng,eng
Is there something in the refrigerator that we can drink?,eng,spa
No tengo una oficina en este edificio.,spa,eng
¿A qué hora sale el próximo tren?,spa,spa
I didn't have to work last Monday.,eng,eng
El esperanto es la lengua planificada más hablada del mundo.,spa,spa
I don't know how deep the lake is.,eng,eng
Sami was a kid.,eng,spa
Entonces puedes también tú esperar hasta el jueves.,spa,eng
The trees are planted at intervals of thirty meters.,eng,eng
Tom casi siempre se queda dormido mientras ve la TV.,spa,spa
This show is taped in front of a live audience.,eng,spa
Aún es una niña.,spa,spa
Él se olvidó el paraguas en el autobús.,spa,eng
Nada mal para alguien que está jugando por primera vez.,spa,eng
Tom no sabe la diferencia entre famoso e infame.,spa,eng
I was recently in an automobile accident.,eng,spa
Tom was anxious to do that.,eng,spa
I'd like to report a crime.,eng,spa
She brought his lunch today.,eng,eng
El cazador le disparó al pájaro.,spa,eng
Tom was a public servant.,eng,spa
Nos miramos el uno al otro.,spa,eng
Did you know that Tom wouldn't win?,eng,eng
Come to my office. We'll talk about that.,eng,spa
What he said is still dark.,eng,spa
Help us reach our goal.,eng,eng
"Según la radio, mañana lloverá.",spa,eng
"Oh, ¡qué hermoso!",spa,eng
Se publicaron las cifras de paro.,spa,eng
Todos quieren una reforma en el sistema educativo.,spa,spa
Tom finally got the courage to propose to his girlfriend.,eng,spa
"Haz un agujero a una montaña, y saca un ratón.",spa,eng
Todos los perros estaban vivos.,spa,eng
Esta velocidad es una locura.,spa,spa
El león vigila su territorio y sus crías sobre todas las cosas.,spa,eng
"Le hubiese gustado venir de buena gana, pero estaba de vacaciones.",spa,spa
Cuídate mucho por favor.,spa,eng
Don't you want to come along?,eng,eng
Tom told me that I should retire.,eng,spa
Tom y Mary tienen una hija y dos hijos.,spa,eng
¿La torre es tan importante en el juego de ajedrez?,spa,spa
¿Hay algo más que quieres que haga?,spa,eng
We enjoyed the dinner to the full.,eng,eng
I'm sorry I couldn't help you.,eng,eng
¿El del auto eras tú?,spa,eng
I suspect that Tom will eventually want to do that.,eng,spa
"Le torturamos, pero no quiso hablar.",spa,eng
Ayudémonos los unos a los otros.,spa,eng
Me da igual que venga o no.,spa,eng
I don't know anything about that guy.,eng,eng
Odio viajar en metro.,spa,eng
Se quedaron atónitos al enterarse de su dimisión.,spa,eng
We never stay in Boston very long.,eng,eng
Las delegaciones de ambos países se reunieron en Ginebra.,spa,eng
Tom se baña por lo menos tres veces a la semana.,spa,spa
"It's 18th June today, and also Muiriel's birthday!",eng,eng
Sami had no clue how his keys got there.,eng,spa
Your resume is impressive.,eng,spa
Why can't Tom hug Mary?,eng,eng
Dile que estoy rezando.,spa,spa
Así es como deseamos que se escriba.,spa,eng
I don't think that you believe that.,eng,spa
Le es difícil vivir con una pensión tan pobre.,spa,eng
El subte estaba tan lleno que había unas cinco personas por metro cuadrado.,spa,spa
El gato se restregó contra mi pierna ronroneando suavemente.,spa,spa
Tom says that he won't be allowed to do that until he's eighteen years old.,eng,eng
I want you to come home now.,eng,eng
What are the symptoms of mushroom poisoning?,eng,eng
Tom told me that he didn't want to go to Australia.,eng,spa
Fue un descuido de ella dejar la puerta abierta cuando salió.,spa,eng
People were shocked when he cited a supermarket tabloid as a reputable newspaper.,eng,spa
"Los hombres infelices, como los hombres que duermen mal, siempre están orgullosos de ello.",spa,eng
"Si Dios está con nosotros, ¿quién está contra nosotros?",spa,eng
Los gatos de esa raza no tienen cola.,spa,spa
I work as Mr. Eliot's assistant.,eng,spa
At that shop they deal in kitchen utensils.,eng,eng
Who told Tom that he needed to do that?,eng,spa
I didn't know where you were.,eng,eng
España fue gobernada por un dictador hasta 1975.,spa,eng
¿A cuál de los dos Tom te refieres ahora?,spa,spa
He stepped into my space.,eng,spa
Tom no afiló los cuchillos del modo que dijo que hacía.,spa,spa
"Eso es un pasquín, ¿por qué pierdes el tiempo leyendo esa porquería?",spa,spa
Only a Sith would appreciate the lack of compromise inherent in a prime number.,eng,eng
Tom may be in danger.,eng,spa
Gusto a la gente.,spa,spa
Ha preparado tres tartas.,spa,eng
She will get over the shock soon.,eng,eng
He told his story in tears.,eng,eng
El profesor entregó los exámenes.,spa,eng
Esto es un harpa.,spa,spa
Mary said she was having a good time in Boston.,eng,spa
El examen tenía dos pruebas.,spa,eng
"In his heart, Tom knew that he'd never return.",eng,spa
The Collosseum is the very icon of Rome.,eng,eng
Glasswork came from Persia by way of the Silk Road.,eng,eng
Esto es el colmo del colmo.,spa,eng
I'm really glad to have met you and that we became friends.,eng,spa
Estas gafas no me quedan bien. Son demasiado grandes.,spa,spa
I regret visiting Australia.,eng,spa
Intenta mantenerte despierto.,spa,spa
Me interesa mucho el fútbol.,spa,eng
He has gone into debt.,eng,eng
Tom se sirvió otro vaso.,spa,eng
Who lost face?,eng,spa
Tienes mucho talento. ¡Tú sí eres un niño prodigio!,spa,eng
¿Podrías sacar los acordes?,spa,spa
"Hey, did you hear? Susan has a bun in the oven.",eng,spa
Tomás nunca trabaja los domingos.,spa,eng
Tom intentó ocultar su nerviosismo.,spa,eng
"A medida que Gran Bretaña conozca la realidad de América Latina, estaremos más cerca de una solución.",spa,eng
Tom got lost inside the manor.,eng,eng
Would it be OK if I did that today?,eng,eng
I cannot thank him enough.,eng,eng
Can we give Tom a ride?,eng,spa
Jane tiene un amigo japonés que habla bien inglés.,spa,eng
Los vi.,spa,eng
Would you like to take a stroll around the park with me?,eng,eng
Es un experimento.,spa,spa
Tom said that his father used to be a truck driver.,eng,spa
"If you change your address, please let me know.",eng,eng
No hay cura para las pesadillas.,spa,eng
It's not a fish.,eng,eng
Ha cogido un catarro horrible.,spa,eng
I don't think I need to worry about Tom anymore.,eng,eng
I don't know your reasons for not liking Tom.,eng,eng
They gave me an offer that I couldn't refuse.,eng,eng
¿Se os ha olvidado comprar huevos?,spa,eng
¿Puedo tocar tus tetas?,spa,spa
I really do feel sorry for Tom.,eng,eng
You can't tell them not to go.,eng,eng
I explained the rules of the game to them.,eng,eng
Yo frecuentemente estudio mientras escucho música.,spa,eng
Does Tom still play the guitar?,eng,spa
Él es cruel y desalmado.,spa,eng
The baby seems to be sleeping soundly.,eng,eng
Tom thinks that Mary won't be reluctant to do that.,eng,spa
"Cuando hablas con los demás, lo haces con los brazos cruzados.",spa,eng
Ellos esperaron en fila el bus.,spa,eng
Tom tiene una coartada.,spa,spa
We can do that here if you want.,eng,eng
Estuvieron de acuerdo en todo.,spa,spa
Entregue sus quehaceres el viernes.,spa,spa
Ayer le robaron el bolso.,spa,eng
Los pude escuchar discutiendo.,spa,spa
Are you saying I'm stupid?,eng,spa
¡Esto es más importante!,spa,spa
Me pregunto cuántos caballos murieron en la Guerra Civil.,spa,spa
Los he contado todos.,spa,eng
Seriously?,eng,eng
Yo tenía hambre y estaba enfadado.,spa,spa
El Sol se convertirá en una gigante roja en unos cinco mil millones de años.,spa,eng
A veces estudio.,spa,spa
If you pump air into a tire it expands.,eng,spa
My friend always jokes when I am not in the right mood.,eng,eng
Tom and Mary said that they didn't need money.,eng,eng
Hay contradicciones.,spa,spa
Tom didn't tell anybody why they needed to do that.,eng,spa
Olvidé su número de teléfono.,spa,eng
¡Quiero respuestas y las quiero ahora!,spa,eng
I've been writing letters all morning. I've written ten and still haven't finished.,eng,spa
Do you actually go to dancing class?,eng,eng
Una de las luces en la escalera no prende.,spa,spa
¿Cómo se llama la muchacha?,spa,spa
I know that that's important to you.,eng,eng
El joven es bastante adecuado para el puesto.,spa,spa
Tom and Mary told John that they didn't want to study French.,eng,eng
En verano se puede ir caminando hasta la isla.,spa,eng
Fueron maravillosos.,spa,eng
She spends all her time thinking about boys.,eng,eng
Los precios fueron severamente regulados durante la guerra.,spa,spa
Don't vilify me!,eng,eng
Tom said he didn't think that Mary knew how to do that.,eng,spa
They told me they were depressed.,eng,spa
You're wasting your time with me.,eng,eng
We're optimistic.,eng,spa
Tom is also an artist.,eng,spa
You can't find this article everywhere.,eng,eng
I can't find my pen.,eng,spa
Dan knows very well how to deal with psychological warfare.,eng,eng
Tom did a very foolish thing.,eng,eng
Tiene un nombre raro.,spa,eng
Queda con él.,spa,spa
She's a natural.,eng,spa
Eso era una realidad.,spa,spa
Nadie quiere eso.,spa,eng
Your words wound painfully.,eng,eng
Tom said that he thought that Mary would have to do that.,eng,spa
Él es el hermano mayor de Taro.,spa,eng
No lo puedo perdonar por haberme insultado en público.,spa,eng
No puedo ahuyentar a los pájaros. No soy un espantapájaros.,spa,eng
Tom and Mary told us about their trips.,eng,eng
Necesito mejorar mi francés.,spa,eng
I got beaten up.,eng,spa
"You're still a resident of Boston, aren't you?",eng,eng
Nada en la abundancia.,spa,spa
"Ella puede tocar el violín, y ni mencionar el piano.",spa,spa
Isn't winning great?,eng,spa
You're a bit taller than Tom is.,eng,eng
I would not part with it for the whole world.,eng,eng
"Cada uno tiene lo que se merece, los demás son solteros.",spa,eng
La obra de Mario de Andrade retrata la cultura brasilera.,spa,spa
The sands are running out.,eng,spa
No soy quien tu crees que soy.,spa,eng
Se puede contar con ese hombre.,spa,eng
Pégate a mi hasta que salgamos del gentío.,spa,eng
Él no reveló su identidad.,spa,spa
They told me to stay out of their rooms.,eng,eng
I think Tom might be busy.,eng,eng
Sami heard a male's voice outside.,eng,spa
We never saw Tom again.,eng,spa
La cima de la montaña está cubierta de nieve.,spa,spa
I am giving you an order.,eng,spa
Can I tell them why?,eng,eng
Tom said he didn't have one of these yet.,eng,eng
Desafortunadamente llovió.,spa,eng
¡No me toques los cojones!,spa,eng
William Shakespeare fue un dramaturgo inglés.,spa,eng
La multitud aclamó al nuevo rey.,spa,eng
Sami was in a rehab place.,eng,spa
Do you play a musical instrument?,eng,spa
Doing that may be dangerous.,eng,eng
Comieron tantos filetes que quedaron atiborrados y les dolía la tripa.,spa,spa
Mi nombre no está en la lista.,spa,spa
Enseña lo que has comprado.,spa,spa
"Al salir del cuarto, apagó la luz.",spa,eng
What do you plan on doing tomorrow after school?,eng,eng
I'll pay you back as soon as I can.,eng,eng
Go back in there.,eng,spa
Mis palabras son demasiado escuetas para llevar una descripción de mi amor a tu corazón.,spa,eng
¿Puedes enviar eso por e-mail?,spa,eng
I wasn't enjoying myself.,eng,eng
Tom and Mary are still going out with each other.,eng,eng
I was the one that was right all along.,eng,eng
¿Ya lavaste el carro?,spa,spa
"Mary is a very beautiful woman. On a scale of one to ten, she's an eleven.",eng,spa
"Como se sentía mal, se quedó en la cama.",spa,eng
Tom and Mary visit me every time they come to Boston.,eng,eng
Ella hizo todo por ella.,spa,spa
Te mataré.,spa,spa
Doing that is a waste of energy.,eng,eng
¿Cuál es tu bebida favorita de invierno?,spa,spa
I still think we should've bought the painting you liked.,eng,spa
Le encontramos con vida.,spa,spa
No fui al zoológico.,spa,eng
Would you rather come with us?,eng,eng
Election day was cold and rainy.,eng,eng
"Por favor, no hagas tanto ruido.",spa,spa
I hope your parents will allow us to get married.,eng,spa
The prices of Japanese automobiles are still comparatively high.,eng,eng
You should've asked Tom first.,eng,eng
I didn't notice that Tom wasn't paying attention.,eng,spa
Ellos ganaron.,spa,spa
Yoko bought some of them.,eng,eng
Tom le dijo a Mary que nunca había conocido a John.,spa,eng
Esta mañana he ido al trabajo en bicicleta.,spa,spa
Tal vez deberían sostenerlo.,spa,spa
Nosotros creemos que estamos haciendo lo correcto.,spa,spa
Mary sold her company.,eng,eng
¿De quién son esos libros?,spa,eng
I know Tom didn't know I shouldn't have done that.,eng,spa
¿Cuánto mide esa torre?,spa,spa
"Aún tenemos que terminar de comer, pero cuando estemos listos iré en seguida.",spa,spa
I didn't know Tom could actually do that.,eng,spa
¿Estás seguro de que quieres que te ayude con tus deberes?,spa,spa
No entendí lo que él dijo en absoluto.,spa,eng
Tengo un billete de ida y vuelta a Osaka.,spa,spa
Me gustaría confirmar nuestras reservas.,spa,eng
Rhinos are killed by poachers for their horns.,eng,eng
Who found him?,eng,eng
Este camión esparce sal por la carretera para que se derrita la nieve.,spa,spa
You don't know how tired I was.,eng,eng
Esta canción me recuerda a alguien.,spa,spa
Llegaremos demasiado tarde.,spa,spa
There is nothing more important than friends.,eng,spa
Él fracasó a pesar de todo.,spa,eng
Él me contaba historias sobre la India.,spa,spa
Él ajustó el telescopio a su vista.,spa,spa
Tomás compró algunos profilácticos.,spa,eng
Me meé de la risa.,spa,eng
"What is it with you, Tom?",eng,eng
¿Se te informó en dónde será la reunión?,spa,spa
"Todo ser humano tiene derecho, en todas partes, al reconocimiento de su personalidad jurídica.",spa,spa
Este es mi sitio.,spa,eng
Who invited you to the party?,eng,eng
Let's send them all away.,eng,eng
El partido de fútbol será transmitido en vivo a las cinco de la tarde.,spa,spa
Les advirtió a los niños que no jueguen en la calle.,spa,spa
Please put the milk in the refrigerator.,eng,eng
No debería haber libertad para arruinar la libertad.,spa,spa
Sami had glasses and contacts.,eng,eng
Él es un inglés.,spa,eng
La duración de un partido de fútbol es de 90 minutos.,spa,eng
Did you bake a cake?,eng,spa
Pensé que Tom planeaba quedarse por un mes.,spa,eng
Everybody was out to get me.,eng,eng
I guess my luck just ran out.,eng,spa
El suyo es un caso parecido.,spa,spa
He ran so fast that we couldn't catch up with him.,eng,eng
No está permitido nadar en este río.,spa,eng
Tom carried Mary's suitcase to her room.,eng,eng
Tom seems to be having trouble making up his mind.,eng,spa
Our soccer team was covered in glory.,eng,eng
