id,lang,sentence
7228229,eng,I don't think we ought to be doing this right now.
5853245,eng,I get along with all my brothers.
23841,eng,I awoke with a start because of the fire.
7578470,eng,Kabyles speak the Berber language.
5803585,eng,Do you always sing this song in this key?
319152,eng,Father never goes out with an umbrella without leaving it somewhere.
2903385,eng,Are we good to go?
250635,eng,My desk is made of wood.
7398095,eng,She told the judge she was sorry.
6338682,eng,I have no objection to your going to the dance with Tom.
6685943,eng,Mary plays the harp.
681417,eng,This is the main gate to their house.
3909358,eng,Do you want to stop them?
1961365,eng,I thought it was love at first.
7274302,eng,The famous actress received fan mail.
7362669,eng,"I am a snake, my name is Lucy."
2093428,eng,Careful! The floor is slippery.
501173,eng,She waited for her boyfriend at the station.
7177723,eng,Tom said that Mary wanted to do that as soon as possible.
5917195,eng,He is still sleeping.
3822914,eng,Am I in love?
7259184,eng,Sami is going to handle this himself.
7113842,eng,I got off with a fine.
6240307,eng,I've been having fun hanging out with you.
5742495,eng,I'm on leave.
307344,eng,They forced him to sign the letter.
4501341,eng,That's partly true.
6302319,eng,I'll be by your side no matter what.
6710138,eng,Sami wasn't a truthful person.
4980157,eng,I thought Tom looked OK.
7391365,eng,He took his place at the table.
242727,eng,"Where do you want to go today? An amusement park, or maybe a movie?"
5904750,eng,I usually eat lunch with Tom two or three times a week.
2264418,eng,They are advertising for a cook.
7396081,eng,He said he walked home yesterday.
2548581,eng,Tom is in the park.
2337255,eng,The tsar was the ruler of Russia.
6426386,eng,Mary wanted to turn herself in.
2318277,eng,I like music.
6500261,eng,Tom and Mary are tired of people telling them what to do.
3915857,eng,Give him some money.
7049397,eng,"While the Coliseum stands, Rome shall stand; when the Coliseum falls, Rome shall fall; when Rome falls, the world shall fall."
2541142,eng,You're a better dancer than Tom.
314798,eng,She takes a bad picture.
4996830,eng,Prime numbers are divisible only by one and themselves.
283037,eng,I know that he'll call with another price increase.
6655920,eng,I don't usually get to my office until about nine-thirty.
6254871,eng,Is there a better way to do that?
6659091,eng,Tom didn't seem to be as determined as Mary seemed to be.
1025297,eng,Tom has three daughters.
2378437,eng,In 2014 Scotland may become an independent state.
72632,eng,Will you notify me after 3 minutes?
6665579,eng,I have a grandson in Boston.
3348265,eng,Terrace farming is widely practiced in the mountainous regions of China.
7139561,eng,I didn't know he was ill.
7733106,eng,Tom is very busy nowadays.
6427340,eng,Mary has everything she wants.
6253301,eng,I need to buy a new pair of shoes.
7736177,eng,"I'll never do that again, I promise."
2642838,eng,We must be ready for anything.
2977964,eng,I bought a telescope in order to observe the night sky.
6104583,eng,Aren't you going to see Tom?
5483257,eng,Mary is not a girly girl.
807441,eng,Democrats and Republicans worked together.
1898256,eng,Please tell Tom he can come back after lunch.
6203000,eng,Making artificial flowers is one of my hobbies.
5228495,eng,This method has its pluses and minuses.
3916063,eng,I'll give him a call.
4491055,eng,Tom lied about his grade.
5852246,eng,I told Tom not to believe Mary.
66956,eng,Andy must have practiced very hard.
6003901,eng,We never go out at night.
6117929,eng,You should've been a little more patient.
7287563,eng,Sami was harassing complete strangers.
4198396,eng,I'm a terrible writer.
1029165,eng,Tom doesn't know exactly where Mary lives.
3201151,eng,Tom tells me we have a problem.
6491734,eng,I wonder if Tom and Mary are impressed.
329352,eng,Researchers Identify New Receptor Complex in Brain
7505173,eng,I know that Tom didn't know who didn't want to do that.
5261202,eng,I don't have time to travel.
5732977,eng,I want to grow old gracefully.
7169155,eng,I think that Tom looked happy.
1026170,eng,Tom doesn't have a driver's license.
282263,eng,It is dangerous to fly in this heavy fog.
2892057,eng,That's one of my concerns.
1094964,eng,Tom decided that it wouldn't be beneficial to study French.
7379495,eng,Mary said she would write to us.
7375598,eng,Mary isn't as ugly as she used to be.
7026063,eng,The others laughed.
1682289,eng,This is the first time I've ever fanned myself with a true fan.
6220939,eng,I doubt if Tom will be mad.
5902126,eng,"I'm young, but I'm not stupid."
320782,eng,Mother has made me what I am.
7174114,eng,I thought that I heard your voice.
7194979,eng,Aren't you going to be in Australia next October?
7144247,eng,I didn't think anybody was satisfied.
6660083,eng,I don't think Tom was honest.
754823,eng,Adopting the new policy was the best thing this company ever did.
2414070,eng,Tom and Mary waited for the elevator together.
7249869,eng,Sami didn't want me to leave.
6663225,eng,"Tom was devastated, but Mary wasn't."
6338272,eng,I wouldn't have done that if Tom had asked me not to.
309488,eng,It is within the bounds of possibility that she will succeed.
505601,eng,We have to show them that it's for real.
3204963,eng,It's too soon to tell whether it's a boy or a girl.
7475295,eng,They say they're studying French.
6274091,eng,I can't do that job.
2646221,eng,What are your reasons?
7117700,eng,"I want to do that, but I don't have any money."
34963,eng,Have you ever been to Hawaii?
6696089,eng,Tom has to brush his teeth.
5679194,eng,Let's send Tom a Christmas card this year.
7516801,eng,I didn't know that I was going to win.
6662785,eng,"Apparently, Tom and I were wrong."
6024748,eng,The guy over there is Tom.
2867965,eng,He will consider this.
5725358,eng,Who would've thought this would happen?
67510,eng,You shall not use this form while speaking American English.
2539795,eng,I'll see what else we need to bring.
5857189,eng,I'll never be able to love you again.
2145666,eng,Do you really want to break my heart?
1029236,eng,Tom died in the evening of the day he and Mary got married.
2882977,eng,Do you support or oppose this idea?
3201521,eng,Please tell Tom that I'll do it.
6251528,eng,I need to do that before I go home.
6072144,eng,Layla fought back.
6526371,eng,Tom and John never discuss their work with their wives.
22247,eng,"It's on the coast about 13 kilometers to the north of its more famous neighbor, Dover."
312968,eng,She is fond of painting a picture.
6438313,eng,Tom decided he needed a change.
3726534,eng,I should've said something earlier.
7269096,eng,We will be very happy if we have another daughter.
4398862,eng,Today I saw a very enjoyable movie.
6260564,eng,I'd come to Boston if I could.
5191959,eng,I'm not going to deny it.
7441499,eng,They'll help you if you ask them to.
3636458,eng,Who would want to do that?
7400114,eng,She looked like she was frantic.
3249257,eng,She likes working hard.
6263569,eng,Your fever is getting worse.
3903828,eng,You don't have to go with us.
931364,eng,"Yep, I understand. Thanks a bunch."
803063,eng,He suffered from health problems.
7390921,eng,He shut off his computer.
4789402,eng,Please go ahead without me.
7126655,eng,My answer may surprise you.
7510524,eng,Tom doesn't think he can finish the job alone.
1840467,eng,She studied Chinese in order to translate her books into this language.
1332084,eng,Don't treat me as if I were a child.
6698241,eng,Here is a recipe of banana caramel that can replace Nutella advantageously.
7475561,eng,They say they're planning to go.
7264010,eng,Sami found Layla's journal and read it.
6365505,eng,Sami is out of control.
3183511,eng,"Unless you can speak French, they won't understand you."
2410776,eng,He knew intuitively that she was lying.
7506530,eng,Tom doesn't know Mary will be at his birthday party.
7191993,eng,I doubt Tom will go to Australia.
1027231,eng,Tom added a few finishing touches to the painting.
2496841,eng,You can easily score a MILF in this club.
1475614,eng,I'd like you to be my guest tonight.
42985,eng,That leaves no room for doubt.
3132918,eng,It's going to happen again and again.
7175358,eng,Tom thought that Mary wasn't nervous doing that.
307275,eng,They live in a sunny house.
7137613,eng,Sami said he was attacked by an octopus.
6338246,eng,I don't think Tom has to get up so early tomorrow.
6527561,eng,Tom is looking for a man named John Jackson.
6531884,eng,Tom says he didn't swim.
2703353,eng,He suppressed his anger.
1582671,eng,"Farewell, Cuba."
5767597,eng,I'm sick and tired of this.
312996,eng,She was noted for her good looks at school.
6872743,eng,Don't ask me to explain.
6503165,eng,Tom and Mary admitted that they didn't know what to do.
7542762,eng,Tom has been bedridden for some time.
2734265,eng,He worked until late at night.
3619192,eng,Tom was almost dead when we found him.
69344,eng,Do you want to see our English lesson?
304376,eng,He turned to his friends for help.
3823234,eng,Did your father hug you much when you were a kid?
5663104,eng,I finally understand what Mary was trying to tell me.
2798718,eng,I'm having an extremely hard time with my wife.
515401,eng,Indonesia consists of many islands and two peninsulas.
7504960,eng,Tom said that he thought he'd have to do that tomorrow.
6474516,eng,Sami developed a relationship with Layla.
5213901,eng,I want you to make a decision.
7231704,eng,I don't think that it's important.
1223644,eng,I'll visit Mr. Brown's house tomorrow.
2547845,eng,I'll find Tom myself.
6356247,eng,I'm married to a nurse.
3728616,eng,It was an awkward moment.
3330263,eng,I don't have time to talk to you now.
6775478,eng,Tom repairs his bicycle.
3820041,eng,I have confidence in them.
5109515,eng,Tom bought some supplies.
7211680,eng,Tom told me that he thought Mary was good-looking.
2276902,eng,That doesn't sound very convincing.
6782436,eng,Aart is seen in this ISIS video inside Syria.
5730896,eng,Tom is trying to keep Mary calm.
6491952,eng,I don't think Tom and Mary are planning to help us.
2197935,eng,He has gone into debt.
4356219,eng,"At the foot of the mountain, the fields stretched far and wide and in these fields the cherry blossoms were in bloom, giving off a sweet scent."
6493624,eng,"I know Tom and Mary are friends of yours, but I still don't like them."
7398573,eng,He said that he wasn't unhappy.
6098987,eng,They want to destroy linguistic diversity.
2973331,eng,It's raining hard outside.
2111319,eng,They're cops.
7509611,eng,Everyone here knows Tom speaks very good French.
2647166,eng,Hold it for a second.
6823419,eng,I don't think Tom and Mary are so strange.
7030955,eng,Why don't you sit down? The place is free.
6257749,eng,Tom still refuses to speak French.
3818155,eng,Let Tom do that for you.
7219896,eng,Sami's test was super easy.
7191266,eng,I think we shouldn't let Tom go to Australia by himself.
6357688,eng,We have to eat now.
58937,eng,This watch was given me by my uncle.
4012851,eng,Are you familiar with that?
3905678,eng,I told him I needed some air.
7475537,eng,They're not as old as they look.
7518043,eng,I didn't know Tom wouldn't be there.
2216715,eng,He wants me to help him.
2754360,eng,I'm a member of Alcoholics Anonymous.
1950795,eng,I can't believe I actually thought Tom would change.
761930,eng,She speaks English fluently.
2327228,eng,I found Tom there.
2628981,eng,I took advantage of every opportunity to improve my English.
6646163,eng,Tom was asleep on the sofa.
6353315,eng,Tom told me that he thought Mary was uncomfortable.
6516356,eng,Do you even know who Tom and Mary are?
5573355,eng,Please arrive a bit later next time.
323230,eng,Be sure to drop in to see us tomorrow evening.
6347864,eng,Tom told me he wasn't very hungry.
7191852,eng,I know that Tom is in Australia.
7400668,eng,She told me she didn't do that.
7196885,eng,What surprised me was that Tom didn't seem happy.
6491040,eng,Tom and Mary don't care about anybody but themselves.
6017296,eng,"I am not particularly fond of my enemies, and I don't like my friends very much, either."
7132345,eng,This one is cheaper than that one over there.
2013933,eng,I just want to say I love you.
31618,eng,It will soon be New Year.
6879184,eng,I guess we have no choice.
7230676,eng,I don't think I'm going to do that with Tom.
3822608,eng,Nobody ever believes me.
257649,eng,I like Sachiko better.
2952873,eng,I'm teaching myself to tap dance.
6264136,eng,Tom and I got along really well.
1989614,eng,Did Tom hit you?
5585364,eng,Let me deal with Tom.
3906219,eng,We need to talk to them.
7241403,eng,Sami isn't fooling anybody.
2219736,eng,Why are we even talking about this?
6825844,eng,Why are you shouting like that?
7127627,eng,How can I avoid state taxes if I retire overseas?
5595996,eng,Do you remember what you were going to say before you were interrupted?
6339608,eng,Tom and I couldn't make ourselves understood in French.
3133063,eng,Everything happened really fast after that.
7155521,eng,Tom said that he didn't have to go to Australia next week.
7514636,eng,I know that Tom is a very quiet neighbor.
4030758,eng,On Purim people eat Haman's Ears.
6423233,eng,Mary said she thought you'd do that.
7403990,eng,He told me he was strict.
6423271,eng,Mary said she learned something new.
2959269,eng,It's out of the question for me to leave my job.
1898260,eng,Please send help right away.
318143,eng,What is beautiful is not always good.
3918445,eng,I'm sure I can find them.
307028,eng,They sailed around the world.
6412568,eng,Mary told Tom that she thought John wasn't sleepy.
928761,eng,He was unconscious for three days.
5732586,eng,That's what really angered me.
7735010,eng,I always try to treat people with respect.
6272326,eng,Tom and Mary met three years ago.
5848965,eng,Was Tom taller than you thought?
3311382,eng,I don't need a shoeshine.
7156490,eng,Sami can't explain this story.
7132442,eng,"Tom is doing all he can, isn't he?"
7496999,eng,Weren't you the one who wrote this?
6335210,eng,Tom said he didn't plan on staying for so long.
5529569,eng,The bottle of water is in the fridge.
1255088,eng,Tom ate a crocodile.
37145,eng,Tom is playing the violin now.
3415131,eng,What impressed Tom the most?
4663379,eng,I think Tom didn't understand the question.
270218,eng,The true value of a man does not lie in what he has.
6241185,eng,Tom said he thinks there's no life on Mars.
3203770,eng,I told Tom I'd invite Mary to my party.
1184513,eng,I met your son yesterday and he greeted me politely.
5577229,eng,Tom is quite wrong.
6980496,eng,"Don't look so downcast, Tom."
276562,eng,Everyone recognized him as a brilliant pianist.
7409548,eng,They might think I don't like them.
5955956,eng,Physics is hard.
2544874,eng,I'll do anything you wish.
314465,eng,She showed me around the campus.
5553961,eng,Tom often wears corduroys.
6996555,eng,Mary invited her friends over for a party.
277839,eng,The Asahi Shimbun did not carry that news.
313357,eng,She is not what you suppose her to be.
6411186,eng,Mary admitted she didn't do what we wanted her to do.
7278977,eng,Sami was having a convo with Layla.
2641166,eng,This has to be what we're looking for.
6238845,eng,You have to be finished doing that by 2:30.
7126718,eng,How much did Tom pay you to kiss Mary?
2953859,eng,We'll have to do something about that.
6500276,eng,I doubt that Tom and Mary understand what we're talking about.
7405724,eng,She knew she was wrong.
6528191,eng,Does Tom still go to church every Sunday?
7258804,eng,Sami will tell you the story.
5827727,eng,When had he heard Marilla laugh like that before?
1029322,eng,Tom didn't have the courage to tell Mary the truth.
245371,eng,My work is almost finished.
6664341,eng,Tom gave it a try.
296407,eng,He is not a high school student.
3736297,eng,Tom is supposed to know how to do that.
6527172,eng,I wasn't willing to do what Tom asked me to do.
6255106,eng,Tom says he knows Mary could do that if she tried harder.
2107502,eng,Tom's embarrassed.
6416465,eng,Mary drank a whole bottle of wine by herself.
4934596,eng,Tell me how it went later.
2504764,eng,Those who try to be foolish are foolish.
6505943,eng,Are you sure that's what Tom and Mary were doing?
6825681,eng,Who told you that we wanted to do that?
2255335,eng,You'd never survive.
973622,eng,They met at the estate of the shogun's retainer to play a game of cards.
7504537,eng,Tom has already decided he isn't going to try to escape.
1096461,eng,I plan to throw all of this away. You may take whatever you like.
6046788,eng,Look up.
5597983,eng,I bought this TV from Tom.
388021,eng,The boy is wearing glasses.
2648808,eng,I'm quite hungry.
275326,eng,Idleness often accounts for poverty.
6675840,eng,I suspect that Tom is upset.
6687967,eng,I'm not too young to do that.
7120201,eng,There Tom goes.
1895745,eng,You have nothing to worry about.
6123555,eng,Tom carries a harmonica with him all the time.
57515,eng,The lid of this box won't lift.
5707161,eng,We don't always sing this many folk songs in one night.
2245498,eng,Finish your drink.
6578850,eng,Tom read the contract in secret.
7508718,eng,I know Tom didn't know he didn't have to do that.
72990,eng,I have a few minutes to spare.
4267069,eng,Try this!
4853227,eng,Tom is intellectually gifted.
28590,eng,Is it getting worse?
6378972,eng,Sami made Layla an offer too good to refuse.
6424112,eng,Mary knows she should do that soon.
3269181,eng,A storm is going to batter Brittany in the coming hours.
3127979,eng,"You're not suggesting Tom could have done it, are you?"
6102360,eng,Don't you two get along well?
4027706,eng,"When you are meeting a girl, you have to act confident."
7404555,eng,She told me she was alone.
2891603,eng,It's not going anywhere.
6689793,eng,I'm not planning on doing that by myself.
5839672,eng,Fadil was convicted of one count of murder.
6510971,eng,I don't know where Tom and Mary have to go.
320296,eng,Wait for a second chance.
6508058,eng,Did Tom and Mary say how they were able to do that?
2546188,eng,I told you to stay back.
3914683,eng,I never hit you.
281689,eng,The prices of Japanese automobiles are still comparatively high.
7142915,eng,I think that you shouldn't gone there.
2406788,eng,Plants in the environment help slow down the process of erosion.
2271401,eng,Don't you understand that?
4663756,eng,The boss wouldn't let us go home early.
5858670,eng,I got distracted.
63546,eng,The chameleon can take on the colors of its background.
257387,eng,I want to live a happy life.
6241352,eng,I didn't want Tom to think I was a wimp.
1300094,eng,One should treat his teachers with respect.
5991284,eng,His playing is mediocre.
3738094,eng,How many beers did you drink?
6339817,eng,I wasn't able to do anything because it was raining.
2835670,eng,You're supposed to be relaxing.
3818705,eng,Tom wondered who the man standing near the gate was.
3824322,eng,Isn't winning great?
3626046,eng,"Tom nervously checked the text messages on his phone, fearing that he might have sent inappropriate images or texts when he was drunk the night before."
6902695,eng,"Tom is wearing red, isn't he?"
3171537,eng,Tom found a good place for me live.
2541714,eng,Tom didn't know what was wrong.
5036618,eng,"Welcome, everybody."
7219098,eng,Sami and Layla are both drunk.
7444061,eng,Tom and Mary told me they'd lied.
6507254,eng,I don't know what Tom and Mary do for a living.
1466927,eng,He always swims with the current.
3250927,eng,"I want something to happen. ""Like what?"" ""I don't know."""
3736006,eng,Tom thought that Mary wouldn't be able to beat him at chess.
7404669,eng,She said that she'd leave.
4160479,eng,The teacher lost his job because he cruelly berated students who made mistakes.
7521997,eng,I know Tom is lucky.
16832,eng,You should by all means read the book.
6527702,eng,Tom said that Mary wasn't enjoying herself.
2042722,eng,Are you saying you don't want to help us paint the ceiling?
293850,eng,"He opened the drawer, and took out a letter."
6268961,eng,Let's go to Boston again.
7453392,eng,Tom vouched for Mary.
6048710,eng,Does Tom have to pay for everything?
4154926,eng,Why isn't anyone helping Tom?
303631,eng,He showed his mother around the city.
567956,eng,"Anyone who really wishes to apply themselves to the freedom of mankind must have the courage to face the truth, regardless how bitter it may be."
7436887,eng,Tom and Mary said they thought I was cute.
7143501,eng,I didn't think that Tom would be willing to help us do that.
6833242,eng,Tom is here for the weekend.
6512347,eng,Tom and Mary waited a while before they began.
5673116,eng,Tom is setting the table.
7194746,eng,I didn't notice that Tom wasn't paying attention.
5913271,eng,Sami muttered something that I couldn't hear.
311063,eng,She thought to the contrary.
5515714,eng,I forgot myself.
6224247,eng,Tom said he doesn't plan on being there.
7378849,eng,Mary rarely eats with her family.
1682727,eng,This is plagiarism.
1216169,eng,What time is the plane scheduled to land?
3920528,eng,I wouldn't worry about them.
2912947,eng,"A mistery is what's not clear. For example, this is a real mistery."
2203580,eng,Tom is wicked.
3024448,eng,Do you have any pictures of Boston?
3961257,eng,Scientists of the 19th century believed that the Sun was powered by chemical reactions.
6350097,eng,"Tom will do that tomorrow, too."
5386973,eng,The instructions are on the package.
6425317,eng,Mary said she'd get home by 2:30.
3884586,eng,Everything in the house seemed to go wrong without a woman to look after it.
7518638,eng,Do Tom and Mary know that I'm here?
7513702,eng,I wish that you hadn't seen me doing that.
1653955,eng,I crossed the dark street.
4519835,eng,She always thought she could get out of it.
6652425,eng,Tom said he thought that Mary would be doing that today.
6344333,eng,Tom didn't seem to like teaching French.
4495145,eng,That was positive.
569778,eng,Christopher Columbus once met the child in Sentence 47456 and opened his eyes to the world.
5195537,eng,He's always here between five and six o'clock.
5165086,eng,Tom bought flowers.
4904185,eng,"It looks like that, huh?"
4663583,eng,Tom's car cost a lot more than mine did.
6659148,eng,Tom became very sleepy.
6491780,eng,I wonder if Tom and Mary are doing that now.
19321,eng,There are many old temples in Kyoto.
4391420,eng,I want to learn Indonesian.
6223980,eng,Tom may know where Mary was last night.
6365889,eng,I've got some more chocolate for you.
7437279,eng,Tom and Mary said that they knew what to do.
3430690,eng,We had to sell the building because for years we had operated it at a loss.
7722436,eng,The last time that I saw Tom was at your place.
7183680,eng,Sami liked this video.
6429123,eng,Mary says she swims well.
4869535,eng,This politician is suspected of having connections to organized crime.
3131076,eng,When is this supposed to happen?
279707,eng,The Tokaido line terminates at Tokyo.
6088112,eng,Tom wouldn't let Mary drive his car.
284349,eng,His broken arm was the result of a slip on the ice.
273851,eng,My grandfather has made me what I am.
3724668,eng,You'll need to hold still.
2044407,eng,I'm really happy.
28041,eng,It is necessary that you see a doctor.
1887724,eng,I think that jacket would fit me.
453598,eng,The following people were put to the test.
3448826,eng,Tom is going to be expecting that.
4495834,eng,The attacker ran away.
7460951,eng,There's nowhere else I'd rather be.
48961,eng,Turn left at the corner.
3627521,eng,Is the poorest country in the European Union poorer than the poorest state in the United States?
1421781,eng,She has the advantage of beauty.
3592239,eng,How do you stand this heat?
3131769,eng,It's obvious what has to happen.
3907124,eng,I never listen to him anyway.
5886852,eng,Fadil turned to Layla for comfort.
6253011,eng,Tom says he believes he can do that.
3264732,eng,Let's come up with a new plan.
7492565,eng,I don't believe in the existence of God.
6511818,eng,I think Tom and Mary aren't in Boston now.
6954707,eng,I like that video game. And only that video game.
6431579,eng,Tom said that Mary would likely be motivated to do that.
250446,eng,My opinion is somewhat conservative.
2545453,eng,I'll share them with you.
260834,eng,I explained the rules of the game to them.
3496895,eng,Tom was found guilty of murder.
2066702,eng,My beloved girl is far away from me.
6411675,eng,Mary had a crush on Tom when she was in high school.
7379695,eng,"Mary is quick-witted, isn't she?"
7112154,eng,I didn't realize who that man was.
3125920,eng,He is handsome.
3658058,eng,A journey of a thousand miles starts with a single step.
6888703,eng,"Leaves and little branches were hurled about, and the thunder was getting nearer."
3717636,eng,Tom won't be singing.
3822799,eng,"Tom is still sitting in his car, waiting for Mary."
7217664,eng,Mary quickly checked her makeup.
7404815,eng,She said she feels better.
7438950,eng,They said that they heard an explosion.
270397,eng,The birds are flying near the people.
7521171,eng,I didn't know Tom was a vet.
7268062,eng,Tom was entranced by Mary's beauty.
7179462,eng,Tom said that he's not hungry.
6567137,eng,Sami was devastated by his son's actions.
6233386,eng,What made Tom afraid?
4429087,eng,"Is he not a man of complete virtue, who feels no discomposure though men may take no note of him?"
6341943,eng,Tom is supposed to be here in thirty minutes.
5544535,eng,I already know what the theme of the radio programme will be.
6428380,eng,I think Mary blames herself.
4278474,eng,It's something I'm proud of.
6942428,eng,"Tom is ready to start, isn't he?"
262166,eng,I will live in Sasayama next year.
6342405,eng,Do you really think Tom was displeased?
7542687,eng,Tom was killed with a poisoned arrow.
6504928,eng,I should do the same thing Tom and Mary are doing.
6357078,eng,Tom and Mary could travel together.
7393403,eng,He knows precisely what he's doing.
3826925,eng,Tom came to see you this afternoon.
3358968,eng,You've got yourself a deal.
68921,eng,Do you study English every day?
473880,eng,I will shoot him.
7475487,eng,They didn't like what they heard.
1027092,eng,Tom asked for a beer.
289675,eng,No doubt he will come.
2645935,eng,Tom canceled his trip.
3914270,eng,Did you kidnap them?
2262796,eng,When will Tom arrive?
58638,eng,I want this letter registered.
7411382,eng,Let me tell you the secret that has led me to my goal. My strength lies solely in my tenacity.
3171215,eng,Tom said he feels a lot better today.
418411,eng,"We suffer primarily not from our vices or our weaknesses, but from our illusions."
6484306,eng,You went to bed.
72029,eng,I'll put his courage to the test.
7213591,eng,Sami doesn't know who those people are.
6654301,eng,Tom said that he didn't want to sing with us.
3185389,eng,Tom stayed here three days last month.
439335,eng,She always wears clothes which are out of fashion.
3477497,eng,Those damnable pigeons have again dirtied my car.
7473461,eng,They shouldn't have done what they did.
2797533,eng,"My older sister gave me an iPhone, but I don't know how to use it."
5105515,eng,My dream is to live peacefully in a village.
4798935,eng,I'll sell the jewelry to customers.
6433599,eng,Tom said that Mary has only done that twice.
1963036,eng,We could see enemy ships on the horizon.
4495445,eng,We've already accomplished a lot.
2275833,eng,I didn't do anything wrong.
6231669,eng,I don't know how to do what Tom has asked me to do.
265996,eng,"If you have written the letter, I'll post it."
3903383,eng,I'll stay with them.
7266039,eng,We will deal with it when it happens.
6474681,eng,Sami loved everything that he did.
7278831,eng,Sami was being serious.
6498043,eng,Tom and Mary say they won't do that unless John helps them.
5725615,eng,That's what unimaginative people do.
1304581,eng,Ten minus two is eight.
4681362,eng,These particular persons will run.
312409,eng,She would often play the piano after school.
6253247,eng,Tom and Mary decided they'd go on a picnic in spite of the rain.
3213897,eng,Tom's a heavy sleeper and didn't hear the intruder smash the lounge room window.
1559538,eng,In my house we drink a lot of beer.
1300132,eng,He built a doghouse with his son on Sunday.
6439208,eng,Tom doesn't think Mary lied.
3846529,eng,There has been a considerable increase in oil prices.
6502603,eng,Tom and Mary said they didn't like chocolate ice cream.
6992068,eng,"Fashion houses around the world are bowing to pressure and using alternatives to real fur amid pressure from animal rights groups and changing tastes of younger customers, who are increasingly aware of the environmental issues linked with the clothes they buy."
5729698,eng,"We were angry, but we'll be OK."
6655338,eng,What time do you think Tom will be here?
7222393,eng,There's hardly any chance Tom will win the election.
6414862,eng,Mary has just told me that she found a new job.
6663096,eng,Which dog is Tom's?
5228514,eng,Is it a horse?
2771523,eng,Where's the men's room?
261696,eng,I said that to please my mother.
3530221,eng,The baby seems to be sleeping soundly.
561021,eng,Only a Sith would appreciate the lack of compromise inherent in a prime number.
1682024,eng,I cannot bite. I have no teeth.
2490803,eng,She has a a tidy apartment.
6432813,eng,How much time did it take Tom to clean his room?
718925,eng,I don't want to go to bed.
313144,eng,She felt sick and sank to the ground.
2271388,eng,Don't you miss that?
7296492,eng,The soldier refused the fight.
55411,eng,This is a story written in simple English.
7215059,eng,Tom was obviously sorry.
7183381,eng,Sami was talking to a crazy person.
305600,eng,They married on Christmas Eve.
3721902,eng,Tom is going to give me a haircut this weekend.
1578004,eng,Tanaka has said that he got up this morning around eight o'clock.
7521060,eng,I know that I'm getting old.
2549300,eng,I'm sure of that.
6581509,eng,The stench of censorship will spell the end of the oligarchy.
6509677,eng,Tom and Mary said that they were really offended.
1686128,eng,The question was obviously unexpected.
2173912,eng,She's a natural.
261046,eng,I was thinking about what she had said to me.
2996298,eng,Tom should date someone closer to his own age.
373225,eng,My mother was a Japanese National Railways station attendant from 1971 until 1987.
602005,eng,I'd like a word with you if I may.
2720683,eng,What do you want to do about supper?
7183524,eng,Sami's neighbors are relatively nice.
3730889,eng,How can you be sure Tom will do what you ask?
280692,eng,A sudden noise abstracted their attention from the game.
302080,eng,He killed himself by taking poison.
619719,eng,"Listen, I think that you are barking up the wrong tree here."
285336,eng,"At his concerts, she screams for him from a distance."
2259341,eng,The loss of their mother grieved them very much.
7081001,eng,Each horse is different.
2949813,eng,However luggage didn't make it back to Toronto.
6250714,eng,Tom says the heat doesn't bother him.
5760227,eng,How should it be done?
3185353,eng,Tom wants you to stay here with us.
3472855,eng,Tom said there wasn't time to do that.
2639921,eng,"You said it was an emergency, so I came right away."
310368,eng,She went to Italy to learn Italian.
2548271,eng,I'm better off here.
6719013,eng,Sami bought Layla hotdog cart.
6416459,eng,Mary had a party at her place Monday evening.
6262682,eng,Tom told Mary that he thought John was tired.
909510,eng,How many hours a day do you spend in your office?
5741204,eng,Tom was subsequently fired.
3447043,eng,Tom Jackson is a teacher at our school.
480965,eng,"Regardless what you may do, the outcome will still be the same."
6230292,eng,I don't think Tom really had to do that this morning.
2645525,eng,Have they said anything?
7381505,eng,Mary told me she's pleased.
2648175,eng,You need to sleep.
2269443,eng,He doesn't listen to his teachers.
3826598,eng,Has Tom eaten anything?
3153879,eng,Did Tom give you any other suggestions?
7405018,eng,He says he's very rich.
6292143,eng,Do not be so vengeful!
265509,eng,"I got injured in the car accident, but it was not anything."
2662615,eng,"This is always going to be a problem for us, isn't it?"
1386862,eng,That was close.
7173809,eng,I thought Tom agreed to do that.
4529871,eng,I'm sure Tom can afford it.
261964,eng,I have a dog trained as a seeing eye dog.
789433,eng,She got all flustered when the boy she likes came over to talk to her.
7444605,eng,They told me they weren't worried.
3905913,eng,Why did you say that to us?
4506174,eng,Mary swims quite fast.
7438534,eng,They said that they'd never hurt anybody.
6709412,eng,"In Greek literature, the Seven Seas were the Aegean, Adriatic, Mediterranean, Black, Red, and Caspian seas, and the Persian Gulf."
7519035,eng,I know Tom expected me to do that.
5852845,eng,I'll go alone.
5767639,eng,This is not good news.
3361829,eng,Do not live in a healthier way than what is right for you.
5725467,eng,I wish I could be convinced otherwise.
6257120,eng,I know that you're conservative.
2498611,eng,The minimum wage is $2.13 an hour.
302448,eng,He is beginning to lose his hair.
6273215,eng,Tom was a great friend.
3202539,eng,Call and tell Tom we're running late.
3730971,eng,"What is it with you, Tom?"
7732701,eng,We're looking forward to seeing you in Boston.
2432317,eng,"No matter how many times I've been shown, I just can't learn how to tie a tie."
60080,eng,This flower makes the room!
5738058,eng,Let's start with leftovers.
3912256,eng,Maybe you'd like to meet him.
7194581,eng,Its obvious that that's a lie.
6226999,eng,Tom told Mary that he didn't think John was faster at doing that than Alice.
2488931,eng,He knew this was wrong.
